checklist_type,card_number,subset,player_name,team,rc_flag
Inserts,LS-13,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,LS-14,Superfractor /1,Mike Trout,Los Angeles Angels,
Inserts,LS-15,Superfractor /1,Shohei Ohtani,Los Angeles Dodgers,
Inserts,LS-16,Superfractor /1,José Ramírez,Cleveland Guardians,
Inserts,LS-17,Superfractor /1,Jazz Chisholm Jr.,New York Yankees,
Inserts,LS-18,Superfractor /1,Corbin Carroll,Arizona Diamondbacks,
Inserts,LS-19,Superfractor /1,Francisco Lindor,New York Mets,
Inserts,LS-20,Superfractor /1,Ichiro,Seattle Mariners,
Inserts,LS-21,Superfractor /1,Rickey Henderson,Oakland Athletics,
Inserts,LS-22,Superfractor /1,Lou Brock,St. Louis Cardinals,
Inserts,LS-23,Superfractor /1,Bo Jackson,Kansas City Royals,
Inserts,LS-24,Superfractor /1,Chandler Simpson,Tampa Bay Rays,
Inserts,LS-25,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,UB-1,Superfractor /1,James Wood,Washington Nationals,
Inserts,UB-2,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,UB-3,Superfractor /1,Coby Mayo,Baltimore Orioles,
Inserts,UB-4,Superfractor /1,Brooks Lee,Minnesota Twins,
Inserts,UB-5,Superfractor /1,Nick Kurtz,Athletics,
Inserts,UB-6,Superfractor /1,Roki Sasaki,Los Angeles Dodgers,
Inserts,UB-7,Superfractor /1,Jace Jung,Detroit Tigers,
Inserts,UB-8,Superfractor /1,Jackson Jobe,Detroit Tigers,
Inserts,UB-9,Superfractor /1,Jacob Wilson,Athletics,
Inserts,UB-10,Superfractor /1,Marcelo Mayer,Boston Red Sox,
Inserts,UB-11,Superfractor /1,Cade Horton,Chicago Cubs,
Inserts,UB-12,Superfractor /1,Ben Rice,New York Yankees,
Inserts,UB-13,Superfractor /1,Luisangel Acuña,New York Mets,
Inserts,UB-14,Superfractor /1,Yoshinobu Yamamoto,Los Angeles Dodgers,
Inserts,UB-15,Superfractor /1,Elly De La Cruz,Cincinnati Reds,
Inserts,UB-16,Superfractor /1,Jasson Domínguez,New York Yankees,
Inserts,UB-17,Superfractor /1,Jackson Holliday,Baltimore Orioles,
Inserts,UB-18,Superfractor /1,Jackson Chourio,Milwaukee Brewers,
Inserts,UB-19,Superfractor /1,Jackson Merrill,San Diego Padres,
Inserts,UB-20,Superfractor /1,Paul Skenes,Pittsburgh Pirates,
Inserts,UB-21,Superfractor /1,Matt Shaw,Chicago Cubs,
Inserts,UB-22,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,UB-23,Superfractor /1,Drake Baldwin,Atlanta Braves,
Inserts,UB-24,Superfractor /1,Cam Smith,Houston Astros,
Inserts,UB-25,Superfractor /1,Chase Dollander,Colorado Rockies,
Inserts,DSC-1,Superfractor /1,Derek Jeter/Aaron Judge,New York Yankees,
Inserts,DSC-2,Superfractor /1,Ichiro/Ken Griffey Jr.,Seattle Mariners,
Inserts,DSC-3,Superfractor /1,Juan Soto/Francisco Lindor,New York Mets,
Inserts,DSC-4,Superfractor /1,Mookie Betts/Shohei Ohtani,Los Angeles Dodgers,
Inserts,DSC-5,Superfractor /1,Kristian Campbell/Marcelo Mayer,Boston Red Sox,
Inserts,DSC-6,Superfractor /1,Nick Kurtz/Jacob Wilson,Athletics,
Inserts,DSC-7,Superfractor /1,Pete Crow-Armstrong/Kyle Tucker,Chicago Cubs,
Inserts,DSC-8,Superfractor /1,James Wood/Dylan Crews,Washington Nationals,
Inserts,TSC-1,Superfractor /1,Shohei Ohtani/Roki Sasaki/Yoshinobu Yamamoto,Los Angeles Dodgers,
Inserts,TSC-2,Superfractor /1,Mickey Mantle/Aaron Judge/Babe Ruth,New York Yankees,
Inserts,TSC-3,Superfractor /1,Ken Griffey Jr./Ichiro/Julio Rodríguez,Seattle Mariners,
Inserts,TSC-4,Superfractor /1,Elly De La Cruz/Johnny Bench/Barry Larkin,Cincinnati Reds,
Inserts,TSC-5,Superfractor /1,Manny Machado/Fernando Tatis Jr./Jackson Merrill,San Diego Padres,
Inserts,TSC-6,Superfractor /1,Babe Ruth/Willie Mays/Hank Aaron,New York Yankees/San Francisco Giants/Atlanta Braves,
Inserts,TSC-7,Superfractor /1,Ronald Acuña Jr./Chipper Jones/Hank Aaron,Atlanta Braves,
Inserts,ET-1,Superfractor /1,Aaron Judge,New York Yankees,
Inserts,ET-2,Superfractor /1,Shohei Ohtani,Los Angeles Dodgers,
Inserts,ET-3,Superfractor /1,Bobby Witt Jr.,Kansas City Royals,
Inserts,ET-4,Superfractor /1,Elly De La Cruz,Cincinnati Reds,
Inserts,ET-5,Superfractor /1,José Ramírez,Cleveland Guardians,
Inserts,ET-6,Superfractor /1,Gunnar Henderson,Baltimore Orioles,
Inserts,ET-7,Superfractor /1,Mookie Betts,Los Angeles Dodgers,
Inserts,ET-8,Superfractor /1,Kyle Tucker,Chicago Cubs,
Inserts,ET-9,Superfractor /1,Corbin Carroll,Arizona Diamondbacks,
Inserts,ET-10,Superfractor /1,Juan Soto,New York Mets,
Inserts,ET-11,Superfractor /1,Fernando Tatis Jr.,San Diego Padres,
Inserts,ET-12,Superfractor /1,Julio Rodríguez,Seattle Mariners,
Inserts,ET-13,Superfractor /1,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,ET-14,Superfractor /1,Francisco Lindor,New York Mets,
Inserts,ET-15,Superfractor /1,Bryce Harper,Philadelphia Phillies,
Inserts,ET-16,Extraterrestrial Talent,Paul Skenes,Pittsburgh Pirates,
Inserts,ET-17,Superfractor /1,Ronald Acuña Jr.,Atlanta Braves,
Inserts,ET-18,Superfractor /1,Mike Trout,Los Angeles Angels,
Inserts,ET-19,Superfractor /1,Jackson Chourio,Milwaukee Brewers,
Inserts,ET-20,Superfractor /1,Tarik Skubal,Detroit Tigers,
Inserts,ET-21,Superfractor /1,Jackson Merrill,San Diego Padres,
Inserts,ET-22,Superfractor /1,Corey Seager,Texas Rangers,
Inserts,ET-23,Superfractor /1,Roki Sasaki,Los Angeles Dodgers,
Inserts,ET-24,Superfractor /1,James Wood,Washington Nationals,
Inserts,ET-25,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,ET-26,Superfractor /1,Nick Kurtz,Athletics,
Inserts,ET-27,Superfractor /1,Coby Mayo,Baltimore Orioles,
Inserts,ET-28,Superfractor /1,Jacob Wilson,Athletics,
Inserts,ET-29,Superfractor /1,Jackson Jobe,Detroit Tigers,
Inserts,ET-30,Superfractor /1,Cade Horton,Chicago Cubs,
Inserts,ET-31,Superfractor /1,Luisangel Acuña,New York Mets,
Inserts,ET-32,Superfractor /1,Matt Shaw,Chicago Cubs,
Inserts,ET-33,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,ET-34,Superfractor /1,Cam Smith,Houston Astros,
Inserts,ET-35,Superfractor /1,Marcelo Mayer,Boston Red Sox,
Inserts,LIO-1,Superfractor /1,Albert Pujols,St. Louis Cardinals,
Inserts,LIO-2,Superfractor /1,Shohei Ohtani,Los Angeles Dodgers,
Inserts,LIO-3,Superfractor /1,Aaron Judge,New York Yankees,
Inserts,LIO-4,Superfractor /1,Mark McGwire,St. Louis Cardinals,
Inserts,LIO-5,Superfractor /1,Ken Griffey Jr.,Seattle Mariners,
Inserts,LIO-6,Superfractor /1,Ted Williams,Boston Red Sox,
Inserts,LIO-7,Superfractor /1,Fernando Tatis Jr.,San Diego Padres,
Inserts,LIO-8,Superfractor /1,Alex Rodriguez,New York Yankees,
Inserts,LIO-9,Superfractor /1,Mike Piazza,New York Mets,
Inserts,LIO-10,Superfractor /1,Bryce Harper,Philadelphia Phillies,
Inserts,LIO-11,Superfractor /1,Juan Soto,New York Mets,
Inserts,LIO-12,Superfractor /1,David Ortiz,Boston Red Sox,
Inserts,LIO-13,Superfractor /1,Jasson Domínguez,New York Yankees,
Inserts,LIO-14,Superfractor /1,Reggie Jackson,Oakland Athletics,
Inserts,LIO-15,Superfractor /1,Chipper Jones,Atlanta Braves,
Inserts,LIO-16,Superfractor /1,Mike Schmidt,Philadelphia Phillies,
Inserts,LIO-17,Superfractor /1,Cal Ripken Jr.,Baltimore Orioles,
Inserts,LIO-18,Superfractor /1,Mickey Mantle,New York Yankees,
Inserts,LIO-19,Superfractor /1,Sammy Sosa,Chicago Cubs,
Inserts,LIO-20,Superfractor /1,Manny Machado,San Diego Padres,
Inserts,LIO-21,Superfractor /1,Elly De La Cruz,Cincinnati Reds,
Inserts,LIO-22,Superfractor /1,Adrian Beltré,Texas Rangers,
Inserts,LIO-23,Superfractor /1,Vladimir Guerrero,Los Angeles Angels,
Inserts,LIO-24,Superfractor /1,Pete Alonso,New York Mets,
Inserts,LIO-25,Superfractor /1,Cal Raleigh,Seattle Mariners,
Inserts,LIO-26,Superfractor /1,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,LIO-27,Superfractor /1,Ketel Marte,Arizona Diamondbacks,
Inserts,LIO-28,Superfractor /1,Alex Bregman,Boston Red Sox,
Inserts,LIO-29,Superfractor /1,Pete Crow-Armstrong,Chicago Cubs,
Inserts,LIO-30,Superfractor /1,Corey Seager,Texas Rangers,
Inserts,LIO-31,Superfractor /1,Coby Mayo,Baltimore Orioles,
Inserts,LIO-32,Superfractor /1,James Wood,Washington Nationals,
Inserts,LIO-33,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,LIO-34,Superfractor /1,Seiya Suzuki,Chicago Cubs,
Inserts,LIO-35,Superfractor /1,Yordan Alvarez,Houston Astros,
Inserts,LIO-36,Superfractor /1,Kyle Tucker,Chicago Cubs,
Inserts,LIO-37,Superfractor /1,Mike Trout,Los Angeles Angels,
Inserts,LIO-38,Superfractor /1,Miguel Cabrera,Detroit Tigers,
Inserts,LIO-39,Superfractor /1,Freddie Freeman,Los Angeles Dodgers,
Inserts,LIO-40,Superfractor /1,Hank Aaron,Atlanta Braves,
Inserts,LIO-41,Superfractor /1,Babe Ruth,New York Yankees,
Inserts,LIO-42,Superfractor /1,Giancarlo Stanton,New York Yankees,
Inserts,LIO-43,Superfractor /1,Frank Thomas,Chicago White Sox,
Inserts,LIO-44,Superfractor /1,Gunnar Henderson,Baltimore Orioles,
Inserts,LIO-45,Superfractor /1,Nick Kurtz,Athletics,
Inserts,LIO-46,Superfractor /1,Salvador Perez,Kansas City Royals,
Inserts,LIO-47,Superfractor /1,Mookie Betts,Los Angeles Dodgers,
Inserts,LIO-48,Superfractor /1,Francisco Lindor,New York Mets,
Inserts,LIO-49,Superfractor /1,Andrew McCutchen,Pittsburgh Pirates,
Inserts,LIO-50,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,STN-1,Superfractor /1,Jacob Wilson,Athletics,
Inserts,STN-2,Superfractor /1,Marcelo Mayer,Boston Red Sox,
Inserts,STN-3,Superfractor /1,Roki Sasaki,Los Angeles Dodgers,
Inserts,STN-4,Superfractor /1,James Wood,Washington Nationals,
Inserts,STN-5,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,STN-6,Superfractor /1,Coby Mayo,Baltimore Orioles,
Inserts,STN-7,Superfractor /1,Brooks Lee,Minnesota Twins,
Inserts,STN-8,Superfractor /1,Jace Jung,Detroit Tigers,
Inserts,STN-9,Superfractor /1,Hyeseong Kim,Los Angeles Dodgers,
Inserts,STN-10,Superfractor /1,Drake Baldwin,Atlanta Braves,
Inserts,STN-11,Superfractor /1,Connor Norby,Miami Marlins,
Inserts,STN-12,Superfractor /1,Kumar Rocker,Texas Rangers,
Inserts,STN-13,Superfractor /1,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,STN-14,Superfractor /1,Shohei Ohtani,Los Angeles Dodgers,
Inserts,STN-15,Superfractor /1,Kyle Tucker,Chicago Cubs,
Inserts,STN-16,Superfractor /1,Fernando Tatis Jr.,San Diego Padres,
Inserts,STN-17,Superfractor /1,Jackson Merrill,San Diego Padres,
Inserts,STN-18,Superfractor /1,Mike Trout,Los Angeles Angels,
Inserts,STN-19,Superfractor /1,Bobby Witt Jr.,Kansas City Royals,
Inserts,STN-20,Superfractor /1,Juan Soto,New York Mets,
Inserts,STN-21,Superfractor /1,Aaron Judge,New York Yankees,
Inserts,STN-22,Superfractor /1,Bryce Harper,Philadelphia Phillies,
Inserts,STN-23,Superfractor /1,Matt Shaw,Chicago Cubs,
Inserts,STN-24,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,STN-25,Superfractor /1,Cam Smith,Houston Astros,
Inserts,SN-1,Superfractor /1,Jackson Chourio,Milwaukee Brewers,
Inserts,SN-2,Superfractor /1,Jackson Merrill,San Diego Padres,
Inserts,SN-3,Superfractor /1,Elly De La Cruz,Cincinnati Reds,
Inserts,SN-4,Superfractor /1,Gunnar Henderson,Baltimore Orioles,
Inserts,SN-5,Superfractor /1,Bobby Witt Jr.,Kansas City Royals,
Inserts,SN-6,Superfractor /1,Juan Soto,New York Mets,
Inserts,SN-7,Superfractor /1,Ronald Acuña Jr.,Atlanta Braves,
Inserts,SN-8,Superfractor /1,Julio Rodríguez,Seattle Mariners,
Inserts,SN-9,Superfractor /1,Paul Skenes,Pittsburgh Pirates,
Inserts,SN-10,Superfractor /1,James Wood,Washington Nationals,
Inserts,SN-11,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,SN-12,Superfractor /1,Roki Sasaki,Los Angeles Dodgers,
Inserts,SN-13,Superfractor /1,Coby Mayo,Baltimore Orioles,
Inserts,SN-14,Superfractor /1,Luisangel Acuña,New York Mets,
Inserts,SN-15,Superfractor /1,Brooks Lee,Minnesota Twins,
Inserts,SN-16,Superfractor /1,Marcelo Mayer,Boston Red Sox,
Inserts,SN-17,Superfractor /1,Jackson Jobe,Detroit Tigers,
Inserts,SN-18,Superfractor /1,Nick Kurtz,Athletics,
Inserts,SN-19,Superfractor /1,Jacob Wilson,Athletics,
Inserts,SN-20,Superfractor /1,Matt Shaw,Chicago Cubs,
Inserts,SN-21,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,SN-22,Superfractor /1,Dalton Rushing,Los Angeles Dodgers,
Inserts,SN-23,Superfractor /1,Cam Smith,Houston Astros,
Inserts,SN-24,Superfractor /1,Chase Dollander,Colorado Rockies,
Inserts,SN-25,Superfractor /1,Edgar Quero,Chicago White Sox,
Inserts,P-1,Planetarium,Aaron Judge,New York Yankees,
Inserts,P-2,Planetarium,Shohei Ohtani,Los Angeles Dodgers,
Inserts,P-3,Planetarium,Mookie Betts,Los Angeles Dodgers,
Inserts,P-4,Planetarium,Bryce Harper,Philadelphia Phillies,
Inserts,P-5,Planetarium,Pete Alonso,New York Mets,
Inserts,P-6,Planetarium,Manny Machado,San Diego Padres,
Inserts,P-7,Planetarium,Marcelo Mayer,Boston Red Sox,
Inserts,P-8,Planetarium,Shota Imanaga,Chicago Cubs,
Inserts,P-9,Planetarium,Francisco Lindor,New York Mets,
Inserts,P-10,Planetarium,Bobby Witt Jr.,Kansas City Royals,
Inserts,P-11,Planetarium,Andrew McCutchen,Pittsburgh Pirates,
Inserts,P-12,Planetarium,Drake Baldwin,Atlanta Braves,
Inserts,P-13,Planetarium,Mike Trout,Los Angeles Angels,
Inserts,P-14,Planetarium,José Ramírez,Cleveland Guardians,
Inserts,P-15,Planetarium,Roki Sasaki,Los Angeles Dodgers,
Inserts,P-16,Planetarium,Dylan Crews,Washington Nationals,
Inserts,P-17,Planetarium,Coby Mayo,Baltimore Orioles,
Inserts,P-18,Planetarium,Ben Rice,New York Yankees,
Inserts,P-19,Planetarium,Jacob Wilson,Athletics,
Inserts,P-20,Planetarium,Luisangel Acuña,New York Mets,
Inserts,P-21,Planetarium,James Wood,Washington Nationals,
Inserts,P-22,Planetarium,Dalton Rushing,Los Angeles Dodgers,
Inserts,P-23,Planetarium,Matt Shaw,Chicago Cubs,
Inserts,P-24,Planetarium,Kristian Campbell,Boston Red Sox,
Inserts,P-25,Planetarium,Cam Smith,Houston Astros,
Inserts,S-1,Superfractor /1,Shohei Ohtani,Los Angeles Dodgers,
Inserts,S-2,Superfractor /1,Aaron Judge,New York Yankees,
Inserts,S-3,Superfractor /1,Elly De La Cruz,Cincinnati Reds,
Inserts,S-4,Superfractor /1,Kyle Tucker,Chicago Cubs,
Inserts,S-5,Superfractor /1,Paul Skenes,Pittsburgh Pirates,
Inserts,S-6,Superfractor /1,Corey Seager,Texas Rangers,
Inserts,S-7,Superfractor /1,Gunnar Henderson,Baltimore Orioles,
Inserts,S-8,Superfractor /1,Bobby Witt Jr.,Kansas City Royals,
Inserts,S-9,Superfractor /1,Bryce Harper,Philadelphia Phillies,
Inserts,S-10,Superfractor /1,Clayton Kershaw,Los Angeles Dodgers,
Inserts,S-11,Superfractor /1,Juan Soto,New York Mets,
Inserts,S-12,Superfractor /1,Yordan Alvarez,Houston Astros,
Inserts,S-13,Superfractor /1,Jackson Chourio,Milwaukee Brewers,
Inserts,S-14,Superfractor /1,Ronald Acuña Jr.,Atlanta Braves,
Inserts,S-15,Superfractor /1,James Wood,Washington Nationals,
Inserts,S-16,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,S-17,Superfractor /1,Roki Sasaki,Los Angeles Dodgers,
Inserts,S-18,Superfractor /1,Jacob Wilson,Athletics,
Inserts,S-19,Superfractor /1,Nick Kurtz,Athletics,
Inserts,S-20,Superfractor /1,Jackson Jobe,Detroit Tigers,
Inserts,S-21,Superfractor /1,Rhett Lowder,Cincinnati Reds,
Inserts,S-22,Superfractor /1,Marcelo Mayer,Boston Red Sox,
Inserts,S-23,Superfractor /1,Matt Shaw,Chicago Cubs,
Inserts,S-24,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,S-25,Superfractor /1,Cam Smith,Houston Astros,
Inserts,SF-1,Superfractor /1,Jackson Chourio,Milwaukee Brewers,
Inserts,SF-2,Superfractor /1,Jackson Holliday,Baltimore Orioles,
Inserts,SF-3,Superfractor /1,Wyatt Langford,Texas Rangers,
Inserts,SF-4,Superfractor /1,José Ramírez,Cleveland Guardians,
Inserts,SF-5,Superfractor /1,Freddie Freeman,Los Angeles Dodgers,
Inserts,SF-6,Superfractor /1,Gunnar Henderson,Baltimore Orioles,
Inserts,SF-7,Superfractor /1,Bryce Harper,Philadelphia Phillies,
Inserts,SF-8,Superfractor /1,Kyle Tucker,Chicago Cubs,
Inserts,SF-9,Superfractor /1,Francisco Lindor,New York Mets,
Inserts,SF-10,Superfractor /1,Corbin Carroll,Arizona Diamondbacks,
Inserts,SF-11,Superfractor /1,Trea Turner,Philadelphia Phillies,
Inserts,SF-12,Superfractor /1,Jose Altuve,Houston Astros,
Inserts,SF-13,Superfractor /1,Bobby Witt Jr.,Kansas City Royals,
Inserts,SF-14,Superfractor /1,Shohei Ohtani,Los Angeles Dodgers,
Inserts,SF-15,Superfractor /1,Aaron Judge,New York Yankees,
Inserts,SF-16,Superfractor /1,Elly De La Cruz,Cincinnati Reds,
Inserts,SF-17,Superfractor /1,Juan Soto,New York Mets,
Inserts,SF-18,Superfractor /1,Mookie Betts,Los Angeles Dodgers,
Inserts,SF-19,Superfractor /1,Fernando Tatis Jr.,San Diego Padres,
Inserts,SF-20,Superfractor /1,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,SF-21,Superfractor /1,Yordan Alvarez,Houston Astros,
Inserts,SF-22,Superfractor /1,Julio Rodríguez,Seattle Mariners,
Inserts,SF-23,Superfractor /1,Tarik Skubal,Detroit Tigers,
Inserts,SF-24,Superfractor /1,Riley Greene,Detroit Tigers,
Inserts,SF-25,Superfractor /1,Paul Skenes,Pittsburgh Pirates,
Inserts,SF-26,Superfractor /1,Dalton Rushing,Los Angeles Dodgers,
Inserts,SF-27,Superfractor /1,Zack Wheeler,Philadelphia Phillies,
Inserts,SF-28,Superfractor /1,Clayton Kershaw,Los Angeles Dodgers,
Inserts,SF-29,Superfractor /1,Jackson Merrill,San Diego Padres,
Inserts,SF-30,Superfractor /1,Jazz Chisholm Jr.,New York Yankees,
Inserts,SF-31,Superfractor /1,Ketel Marte,Arizona Diamondbacks,
Inserts,SF-32,Superfractor /1,Ronald Acuña Jr.,Atlanta Braves,
Inserts,SF-33,Superfractor /1,Austin Riley,Atlanta Braves,
Inserts,SF-34,Superfractor /1,Rafael Devers,San Francisco Giants,
Inserts,SF-35,Superfractor /1,Alex Bregman,Boston Red Sox,
Inserts,SF-36,Superfractor /1,Nolan Arenado,St. Louis Cardinals,
Inserts,SF-37,Superfractor /1,Manny Machado,San Diego Padres,
Inserts,SF-38,Superfractor /1,Cal Raleigh,Seattle Mariners,
Inserts,SF-39,Superfractor /1,Cody Bellinger,New York Yankees,
Inserts,SF-40,Superfractor /1,Corey Seager,Texas Rangers,
Inserts,SF-41,Superfractor /1,Evan Carter,Texas Rangers,
Inserts,SF-42,Superfractor /1,Chris Sale,Atlanta Braves,
Inserts,SF-43,Superfractor /1,Pete Alonso,New York Mets,
Inserts,SF-44,Superfractor /1,Ozzie Albies,Atlanta Braves,
Inserts,SF-45,Superfractor /1,William Contreras,Milwaukee Brewers,
Inserts,SF-46,Superfractor /1,Christian Yelich,Milwaukee Brewers,
Inserts,SF-47,Superfractor /1,Masyn Winn,St. Louis Cardinals,
Inserts,SF-48,Superfractor /1,Bo Bichette,Toronto Blue Jays,
Inserts,SF-49,Superfractor /1,Mike Trout,Los Angeles Angels,
Inserts,SF-50,Superfractor /1,Kyle Schwarber,Philadelphia Phillies,
Inserts,SF-51,Superfractor /1,Salvador Perez,Kansas City Royals,
Inserts,SF-52,Superfractor /1,Yoshinobu Yamamoto,Los Angeles Dodgers,
Inserts,SF-53,Superfractor /1,Brent Rooker,Athletics,
Inserts,SF-54,Superfractor /1,Lawrence Butler,Athletics,
Inserts,SF-55,Superfractor /1,Oneil Cruz,Pittsburgh Pirates,
Inserts,SF-56,Superfractor /1,Hunter Greene,Cincinnati Reds,
Inserts,SF-57,Superfractor /1,Shota Imanaga,Chicago Cubs,
Inserts,SF-58,Superfractor /1,Byron Buxton,Minnesota Twins,
Inserts,SF-59,Superfractor /1,Aaron Nola,Philadelphia Phillies,
Inserts,SF-60,Superfractor /1,Adley Rutschman,Baltimore Orioles,
Inserts,SF-61,Superfractor /1,Junior Caminero,Tampa Bay Rays,
Inserts,SF-62,Superfractor /1,Willy Adames,San Francisco Giants,
Inserts,SF-63,Superfractor /1,Luis Robert Jr.,Chicago White Sox,
Inserts,SF-64,Superfractor /1,Seiya Suzuki,Chicago Cubs,
Inserts,SF-65,Superfractor /1,Roki Sasaki,Los Angeles Dodgers,
Inserts,SF-66,Superfractor /1,James Wood,Washington Nationals,
Inserts,SF-67,Superfractor /1,Dylan Crews,Washington Nationals,
Inserts,SF-68,Superfractor /1,Jacob Wilson,Athletics,
Inserts,SF-69,Superfractor /1,Coby Mayo,Baltimore Orioles,
Inserts,SF-70,Superfractor /1,Brooks Lee,Minnesota Twins,
Inserts,SF-71,Superfractor /1,Hyeseong Kim,Los Angeles Dodgers,
Inserts,SF-72,Superfractor /1,Jace Jung,Detroit Tigers,
Inserts,SF-73,Superfractor /1,Jackson Jobe,Detroit Tigers,
Inserts,SF-74,Superfractor /1,Kevin Alcántara,Chicago Cubs,
Inserts,SF-75,Superfractor /1,Rhett Lowder,Cincinnati Reds,
Inserts,SF-76,Superfractor /1,Luisangel Acuña,New York Mets,
Inserts,SF-77,Superfractor /1,Kumar Rocker,Texas Rangers,
Inserts,SF-78,Superfractor /1,Adael Amador,Colorado Rockies,
Inserts,SF-79,Superfractor /1,Angel Martínez,Cleveland Guardians,
Inserts,SF-80,Superfractor /1,Ben Rice,New York Yankees,
Inserts,SF-81,Superfractor /1,Connor Norby,Miami Marlins,
Inserts,SF-82,Superfractor /1,Agustín Ramírez,Miami Marlins,
Inserts,SF-83,Superfractor /1,Rece Hinds,Cincinnati Reds,
Inserts,SF-84,Superfractor /1,Thomas Saggese,St. Louis Cardinals,
Inserts,SF-85,Superfractor /1,Edgar Quero,Chicago White Sox,
Inserts,SF-86,Superfractor /1,Marcelo Mayer,Boston Red Sox,
Inserts,SF-87,Superfractor /1,Orelvis Martinez,Toronto Blue Jays,
Inserts,SF-88,Superfractor /1,Spencer Schwellenbach,Atlanta Braves,
Inserts,SF-89,Superfractor /1,Tomoyuki Sugano,Baltimore Orioles,
Inserts,SF-90,Superfractor /1,Caden Dana,Los Angeles Angels,
Inserts,SF-91,Superfractor /1,Cade Horton,Chicago Cubs,
Inserts,SF-92,Superfractor /1,Jung Hoo Lee,San Francisco Giants,
Inserts,SF-93,Superfractor /1,Nick Kurtz,Athletics,
Inserts,SF-94,Superfractor /1,Spencer Torkelson,Detroit Tigers,
Inserts,SF-95,Superfractor /1,Matt Shaw,Chicago Cubs,
Inserts,SF-96,Superfractor /1,Kristian Campbell,Boston Red Sox,
Inserts,SF-97,Superfractor /1,Drake Baldwin,Atlanta Braves,
Inserts,SF-98,Superfractor /1,Cam Smith,Houston Astros,
Inserts,SF-99,Superfractor /1,Moisés Ballesteros,Chicago Cubs,
Inserts,SF-100,Superfractor /1,Chase Dollander,Colorado Rockies,
Inserts,PPE-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPE-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPE-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPE-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPE-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPE-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPE-7,100 cards,James Wood,Washington Nationals,
Inserts,PPE-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPE-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPE-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPJ-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPJ-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPJ-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPJ-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPJ-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPJ-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPJ-7,100 cards,James Wood,Washington Nationals,
Inserts,PPJ-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPJ-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPJ-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPM-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPM-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPM-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPM-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPM-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPM-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
Inserts,PPM-7,100 cards,James Wood,Washington Nationals,
Inserts,PPM-8,100 cards,Dylan Crews,Washington Nationals,
Inserts,PPM-9,100 cards,Pete Crow-Armstrong,Chicago Cubs,
Inserts,PPM-10,100 cards,Marcelo Mayer,Boston Red Sox,
Inserts,PPMA-1,100 cards,Aaron Judge,New York Yankees,
Inserts,PPMA-2,100 cards,Shohei Ohtani,Los Angeles Dodgers,
Inserts,PPMA-3,100 cards,Ronald Acuña Jr.,Atlanta Braves,
Inserts,PPMA-4,100 cards,Francisco Lindor,New York Mets,
Inserts,PPMA-5,100 cards,Vladimir Guerrero Jr.,Toronto Blue Jays,
Inserts,PPMA-6,100 cards,Roki Sasaki,Los Angeles Dodgers,
